phase,data,source_kernel,base_source_kernel,include_blind,seed,n_train,loo_rmse,loo_mae,loo_mean_lpd,loo_pit_ks,loo_coverage_95,loo_crps,bloo_rmse,bloo_mae,bloo_mean_lpd,bloo_pit_ks,bloo_coverage_95,bloo_crps,bloo_n_blocks,bloo_avg_block_size,lengthscale_error,bloo_set12_rmse,bloo_set12_mae,bloo_set12_mean_lpd,bloo_set12_pit_ks,bloo_set12_coverage_95,bloo_set12_crps,bloo_set12_n_rows,wall_sec,holdout_class,n_test,holdout_rmse,holdout_mae,holdout_mean_lpd,holdout_pit_ks,holdout_coverage_95,holdout_crps
loco,v5,joint_hamming_matern_no_blind,joint_hamming_matern,False,1,401,,,,,,,,,,,,,,,,,,,,,,,3.9612178802490234,0.0,246.0,2850.750723503607,2330.494685006431,-9.749440241844702,0.2751464039720185,1.0,1941.3268194789048
loco,v5,joint_hamming_matern_no_blind,joint_hamming_matern,False,2,401,,,,,,,,,,,,,,,,,,,,,,,4.036576271057129,0.0,246.0,2850.750723503607,2330.494685006431,-9.749440241844702,0.2751464039720185,1.0,1941.3268194789048
loco,v5,rbf_embedding_d2_no_blind,rbf_embedding_d2,False,0,401,,,,,,,,,,,,,,,,,,,,,,,15.725810050964355,0.0,246.0,2810.7585880157803,2349.332436840492,-9.552587786108958,0.13849777726038814,1.0,1728.345309608772
loco,v5,rbf_embedding_d2_no_blind,rbf_embedding_d2,False,1,401,,,,,,,,,,,,,,,,,,,,,,,15.53293514251709,0.0,246.0,2810.7585880157803,2349.332436840492,-9.552587786108958,0.13849777726038814,1.0,1728.345309608772
loco,v5,rbf_embedding_d2_no_blind,rbf_embedding_d2,False,2,401,,,,,,,,,,,,,,,,,,,,,,,15.480385065078735,0.0,246.0,2810.7585880157803,2349.332436840492,-9.552587786108958,0.13849777726038814,1.0,1728.345309608772
loco,v5,hamming_no_blind,hamming,False,0,401,,,,,,,,,,,,,,,,,,,,,,,27.115072011947632,0.0,246.0,2813.371732391915,2352.3949941217643,-9.539050335547124,0.13949816170945034,1.0,1718.0476427652
loco,v5,hamming_no_blind,hamming,False,1,401,,,,,,,,,,,,,,,,,,,,,,,26.57594919204712,0.0,246.0,2813.371732391915,2352.3949941217643,-9.539050335547124,0.13949816170945034,1.0,1718.0476427652
loco,v5,hamming_no_blind,hamming,False,2,401,,,,,,,,,,,,,,,,,,,,,,,26.872055053710938,0.0,246.0,2813.371732391915,2352.3949941217643,-9.539050335547124,0.13949816170945034,1.0,1718.0476427652
loco,v5,joint_hamming_matern_no_blind,joint_hamming_matern,False,0,498,,,,,,,,,,,,,,,,,,,,,,,4.858250141143799,1.0,149.0,2219.4433103887577,1745.9290588309734,-12.948907303000711,0.3760751268135447,0.5838926434516907,1411.2138562869623
loco,v5,joint_hamming_matern_no_blind,joint_hamming_matern,False,1,498,,,,,,,,,,,,,,,,,,,,,,,4.820528030395508,1.0,149.0,2219.4433103887577,1745.9290588309734,-12.948907303000711,0.3760751268135447,0.5838926434516907,1411.2138562869623
loco,v5,joint_hamming_matern_no_blind,joint_hamming_matern,False,2,498,,,,,,,,,,,,,,,,,,,,,,,4.716015100479126,1.0,149.0,2219.4433103887577,1745.9290588309734,-12.948907303000711,0.3760751268135447,0.5838926434516907,1411.2138562869623
loco,v5,rbf_embedding_d2_no_blind,rbf_embedding_d2,False,0,498,,,,,,,,,,,,,,,,,,,,,,,22.03310990333557,1.0,149.0,2581.352324599246,2017.1343456785294,-9.36940634499239,0.25410739008572947,0.8859060406684875,1454.169539025764
loco,v5,rbf_embedding_d2_no_blind,rbf_embedding_d2,False,1,498,,,,,,,,,,,,,,,,,,,,,,,22.011073112487793,1.0,149.0,2581.352324599246,2017.1343456785294,-9.36940634499239,0.25410739008572947,0.8859060406684875,1454.169539025764
loco,v5,rbf_embedding_d2_no_blind,rbf_embedding_d2,False,2,498,,,,,,,,,,,,,,,,,,,,,,,21.126158714294434,1.0,149.0,2581.352324599246,2017.1343456785294,-9.36940634499239,0.25410739008572947,0.8859060406684875,1454.169539025764
loco,v5,hamming_no_blind,hamming,False,0,498,,,,,,,,,,,,,,,,,,,,,,,25.888805150985718,1.0,149.0,2666.3575255575047,2103.83049013355,-9.34465527785624,0.24675618738377714,0.9194630980491638,1497.2516821680033
loco,v5,hamming_no_blind,hamming,False,1,498,,,,,,,,,,,,,,,,,,,,,,,27.80119228363037,1.0,149.0,2666.3575255575047,2103.83049013355,-9.34465527785624,0.24675618738377714,0.9194630980491638,1497.2516821680033
loco,v5,hamming_no_blind,hamming,False,2,498,,,,,,,,,,,,,,,,,,,,,,,28.259749174118042,1.0,149.0,2666.3575255575047,2103.83049013355,-9.34465527785624,0.24675618738377714,0.9194630980491638,1497.2516821680033
loco,v5,joint_hamming_matern_no_blind,joint_hamming_matern,False,0,391,,,,,,,,,,,,,,,,,,,,,,,2.6480228900909424,2.0,252.0,1548.3650398175228,1177.794777807746,-9.00370160055266,0.3926411882920152,1.0,966.5080997734523
loco,v5,joint_hamming_matern_no_blind,joint_hamming_matern,False,1,391,,,,,,,,,,,,,,,,,,,,,,,2.708735942840576,2.0,252.0,1548.3650398175228,1177.794777807746,-9.00370160055266,0.3926411882920152,1.0,966.5080997734523
loco,v5,joint_hamming_matern_no_blind,joint_hamming_matern,False,2,391,,,,,,,,,,,,,,,,,,,,,,,2.6576032638549805,2.0,252.0,1548.3650398175228,1177.794777807746,-9.00370160055266,0.3926411882920152,1.0,966.5080997734523
loco,v5,rbf_embedding_d2_no_blind,rbf_embedding_d2,False,0,391,,,,,,,,,,,,,,,,,,,,,,,39.0632438659668,2.0,252.0,1604.2869720373826,1328.4020870062195,-9.427923093419354,0.43920044589774154,0.7698412537574768,976.4866233098181
loco,v5,rbf_embedding_d2_no_blind,rbf_embedding_d2,False,1,391,,,,,,,,,,,,,,,,,,,,,,,38.88538074493408,2.0,252.0,1604.2869720373826,1328.4020870062195,-9.427923093419354,0.43920044589774154,0.7698412537574768,976.4866233098181
loco,v5,rbf_embedding_d2_no_blind,rbf_embedding_d2,False,2,391,,,,,,,,,,,,,,,,,,,,,,,39.6899619102478,2.0,252.0,1604.2869720373826,1328.4020870062195,-9.427923093419354,0.43920044589774154,0.7698412537574768,976.4866233098181
loco,v5,hamming_no_blind,hamming,False,0,391,,,,,,,,,,,,,,,,,,,,,,,30.85370922088623,2.0,252.0,1226.77402059691,997.1931807979332,-8.693353478367557,0.349901604548562,0.9920634627342224,739.8066223505684
loco,v5,hamming_no_blind,hamming,False,1,391,,,,,,,,,,,,,,,,,,,,,,,30.49956178665161,2.0,252.0,1226.77402059691,997.1931807979332,-8.693353478367557,0.349901604548562,0.9920634627342224,739.8066223505684
loco,v5,hamming_no_blind,hamming,False,2,391,,,,,,,,,,,,,,,,,,,,,,,29.723443031311035,2.0,252.0,1226.77402059691,997.1931807979332,-8.693353478367557,0.349901604548562,0.9920634627342224,739.8066223505684
